State,County,Date Detected,HPAI Strain,Type of Wild Bird,Sampling Source
Missouri,Chariton,3/8/2022,EA H5N1,Snow goose,Hunter harvest NWDP
Missouri,Chariton,3/8/2022,EA H5,Snow goose,Hunter harvest NWDP
Missouri,Chariton,3/8/2022,EA H5N1,Snow goose,Hunter harvest NWDP
Missouri,Chariton,3/8/2022,EA H5N1,Snow goose,Hunter harvest NWDP
Missouri,Chariton,3/8/2022,EA H5N1,Ross's goose,Hunter harvest NWDP
Missouri,Chariton,3/8/2022,EA H5N1,Snow goose,Hunter harvest NWDP
Missouri,Chariton,3/8/2022,EA H5N1,Ross's goose,Hunter harvest NWDP
Missouri,Chariton,3/8/2022,EA H5,Snow goose,Hunter harvest NWDP
Missouri,Chariton,3/8/2022,EA H5N1,Snow goose,Hunter harvest NWDP
Missouri,Chariton,3/8/2022,EA H5,Snow goose,Hunter harvest NWDP
Missouri,Chariton,3/8/2022,EA H5,Snow goose,Hunter harvest NWDP
Missouri,Chariton,3/8/2022,EA H5N1,Snow goose,Hunter harvest NWDP
Missouri,Chariton,3/8/2022,EA H5,Snow goose,Hunter harvest NWDP
Kansas,Barton,3/8/2022,EA H5,Snow goose,Hunter harvest NWDP
Kansas,Barton,3/8/2022,EA H5,Snow goose,Hunter harvest NWDP
Kansas,Barton,3/8/2022,EA H5,Snow goose,Hunter harvest NWDP
Kansas,Barton,3/8/2022,EA H5,Snow goose,Hunter harvest NWDP
Kansas,Barton,3/8/2022,EA H5,Snow goose,Hunter harvest NWDP
Indiana,Dubois,3/8/2022,EA/AM H5N1,Redhead duck,Live bird NWDP
Kentucky,Ballard,3/8/2022,EA H5,Snow goose,Hunter harvest NWDP
Kentucky,Ballard,3/8/2022,EA H5,Snow goose,Hunter harvest NWDP
Kentucky,Fulton,3/8/2022,EA H5N1,Snow goose,Hunter harvest NWDP
Kentucky,Fulton,3/8/2022,EA H5,Snow goose,Hunter harvest NWDP
Tennessee,Dyer,3/8/2022,EA H5,American green-winged teal,Hunter harvest NWDP
Tennessee,Dyer,3/8/2022,EA H5,American green-winged teal,Hunter harvest NWDP
Tennessee,Dyer,3/8/2022,EA H5,American green-winged teal,Hunter harvest NWDP
Iowa,Polk,3/10/2022,EA H5N1,Mallard,Wild bird mortality IDNR (13)
Ohio,Erie,3/10/2022,EA/AM H5N1,Herring gull,Wild bird mortality OH DNR/USGS (17)
Florida,Brevard,3/11/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
Florida,Brevard,3/11/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
Florida,Brevard,3/11/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
Nebraska,Cedar,3/14/2022,EA H5N1,Snow goose,Wild bird mortality NDA (9)
Nebraska,Douglas,3/10/2022,EA H5N1,Canada goose,Wild bird mortality NDA (9)
Florida,Brevard,2/26/2022,EA/AM H5N1,Bald eagle,Wild bird mortality USFWS/SCWDS (11)
Missouri,St. Louis,3/10/2022,EA H5N1,Hooded merganser,Wild bird mortality MDC/USGS (15)
Florida,Brevard,2/18/2022,EA/AM H5N1,Lesser scaup,Wild bird mortality FFWCC
Florida,Brevard,2/18/2022,EA/AM H5N1,Lesser scaup,Wild bird mortality FFWCC
Florida,Brevard,2/18/2022,EA H5,Lesser scaup,Wild bird mortality FFWCC
Florida,Brevard,2/18/2022,EA H5,Lesser scaup,Wild bird mortality FFWCC
Missouri,Clay,3/9/2022,EA H5N1,American white pelican,Wild bird mortality MDC/USGS (15)
Illinois,Will,3/9/2022,EA H5N1,Canada goose,Wild bird mortality NWDP/ILDNR/USGS
Illinois,Will,3/9/2022,EA H5,Canada goose,Wild bird mortality NWDP/ILDNR/USGS
Illinois,Will,3/9/2022,EA H5,Canada goose,Wild bird mortality NWDP/ILDNR/USGS
Florida,Brevard,3/9/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
Florida,Duval,3/9/2022,EA H5N1,Brown pelican,Wild bird mortality FFWCC
Connecticut,New London,3/9/2022,EA H5N1,American black duck,Live bird NWDP
Connecticut,New London,3/9/2022,EA H5N1,American black duck,Live bird NWDP
Florida,Duval,3/15/2022,EA H5N1,Brown pelican,Wild bird mortality NWDP
New Hampshire,Rockingham,3/15/2022,EA H5N1,Snowy owl,Wild bird mortality NWDP
Michigan,Monroe,3/15/2022,EA H5,Mute swan,Agency harvest NWDP
Iowa,Adair,3/15/2022,EA H5,Snow goose,Hunter harvest NWDP
Illinois,Champaign,3/15/2022,EA H5N1,Mallard,Agency harvest NWDP
Iowa,Monona,3/15/2022,EA H5N1,Ross's goose,Hunter harvest NWDP
Massachusetts,Middlesex,3/15/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Florida,Brevard,3/18/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
Florida,Brevard,3/18/2022,EA H5,Black vulture,Wild bird mortality 
Florida,Brevard,3/18/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
Iowa,Plymouth,3/18/2022,EA H5,Snow goose,Hunter harvest NWDP
Iowa,Plymouth,3/18/2022,EA H5,Snow goose,Hunter harvest NWDP
Iowa,Plymouth,3/18/2022,EA H5N1,Ross's goose,Hunter harvest NWDP
Iowa,Plymouth,3/18/2022,EA H5N1,Ross's goose,Hunter harvest NWDP
Missouri,Buchanan,3/18/2022,EA H5N1,Hooded merganser,Agency harvest NWDP
Iowa,Monona,3/18/2022,EA H5N1,Snow goose,Hunter harvest NWDP
Massachusetts,Barnstable,3/16/2022,EA H5N1,Sanderling,Wild bird mortality MDFW/USGS (5)
Massachusetts,Barnstable,3/16/2022,EA H5N1,Sanderling,Wild bird mortality MDFW/USGS (5)
Massachusetts,Barnstable,3/16/2022,EA H5N1,Sanderling,Wild bird mortality MDFW/USGS (5)
Massachusetts,Barnstable,3/16/2022,EA H5N1,Sanderling,Wild bird mortality MDFW/USGS (5)
Massachusetts,Barnstable,3/16/2022,EA H5N1,Sanderling,Wild bird mortality MDFW/USGS (5)
Massachusetts,Barnstable,3/16/2022,EA H5,Sanderling,Wild bird mortality MDFW/USGS (5)
Massachusetts,Barnstable,3/16/2022,EA H5N1,Sanderling,Wild bird mortality MDFW/USGS (5)
Massachusetts,Barnstable,3/16/2022,EA H5N1,Sanderling,Wild bird mortality MDFW/USGS (5)
Massachusetts,Barnstable,3/16/2022,EA H5N1,Red-tailed hawk,Wild bird mortality MDFW/USGS (5)
Massachusetts,Barnstable,3/16/2022,EA H5,Turkey vulture,Wild bird mortality MDFW/USGS (5)
Missouri,Holt,3/16/2022,EA/AM H5N1,Snow goose,Wild bird mortality MDC/USGS (15)
Missouri,Holt,3/16/2022,EA/AM H5N1,Snow goose,Wild bird mortality MDC/USGS (15)
Missouri,Holt,3/16/2022,EA/AM H5N1,Snow goose,Wild bird mortality MDC/USGS (15)
Missouri,Chariton,3/16/2022,EA/AM H5N1,Snow goose,Wild bird mortality MDC/USGS (15)
Missouri,Chariton,3/16/2022,EA H5,Snow goose,Wild bird mortality MDC/USGS (15)
Missouri,Chariton,3/16/2022,EA/AM H5N1,Snow goose,Wild bird mortality MDC/USGS (15)
Missouri,Chariton,3/16/2022,EA/AM H5N1,Snow goose,Wild bird mortality MDC/USGS (15)
Illinois,Fulton,3/16/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP/USFWS/USGS
South Dakota,Charles Mix,3/18/2022,EA/AM H5N1,Snow goose,Wild bird mortality USGS/FWS (2)
South Dakota,Charles Mix,3/18/2022,EA H5N1,Snow goose,Wild bird mortality USGS/FWS (2)
South Dakota,Charles Mix,3/18/2022,EA/AM H5N1,Canada goose,Wild bird mortality USGS/FWS (2)
Florida,Volusia,3/18/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Volusia,3/18/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Volusia,3/18/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Volusia,3/18/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Volusia,3/18/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Brevard,3/18/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
Florida,Brevard,3/18/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
Florida,Brevard,3/18/2022,EA/AM H5N1,Bald eagle,Wild bird mortality FFWCC/SCWDS (8)
Florida,Brevard,3/18/2022,EA/AM H5N1,Bald eagle,Wild bird mortality FFWCC/SCWDS (8)
Florida,Charlotte,3/18/2022,EA/AM H5N1,Hooded merganser,Wild bird mortality FFWCC/SCWDS (8)
Florida,Brevard,3/18/2022,EA/AM H5N1,Great blue heron,Wild bird mortality FFWCC/SCWDS (8)
Florida,Brevard,3/18/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC/SCWDS (8)
Florida,Brevard,3/18/2022,EA H5N1,Gull (unidentified),Wild bird mortality FFWCC/SCWDS (8)
Florida,Brevard,3/18/2022,EA/AM H5N1,Great horned owl,Wild bird mortality FFWCC/SCWDS (8)
Florida,Brevard,3/18/2022,EA/AM H5N1,Great horned owl,Wild bird mortality FFWCC/SCWDS (8)
Florida,Brevard,3/18/2022,EA/AM H5N1,Bald eagle,Wild bird mortality FFWCC/SCWDS (8)
Florida,Brevard,3/18/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC/SCWDS (8)
Florida,Brevard,3/18/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC/SCWDS (8)
Florida,Polk,3/18/2022,EA H5N1,Ring-billed gull,Wild bird mortality FFWCC/SCWDS (8)
South Carolina,Charleston,3/18/2022,EA H5N1,Bald eagle,Wild bird mortality SCWDS
South Carolina,Charleston,3/18/2022,EA H5N1,Bald eagle,Wild bird mortality SCWDS
North Carolina,Brunswick,3/18/2022,EA H5N1,Brown pelican,Wild bird mortality NCWRC/SCWDS (4)
North Carolina,Pamlico,3/18/2022,EA H5,Ruddy duck,Wild bird mortality NCWRC/SCWDS (4)
North Carolina,Beaufort,3/18/2022,EA/AM H5N1,Bald eagle,Wild bird mortality NCWRC/SCWDS (4)
North Carolina,Davidson,3/18/2022,EA/AM H5N1,Bald eagle,Wild bird mortality USFWS/SCWDS (11)
Kansas,Norton,3/18/2022,EA H5N1,Snow goose,Wild bird mortality KDWP/SCWDS (14)
Kansas,Norton,3/18/2022,EA H5N1,Snow goose,Wild bird mortality KDWP/SCWDS (14)
Kansas,Mitchell,3/18/2022,EA H5N1,Snow goose,Wild bird mortality KDWP/SCWDS (14)
Kansas,Mitchell,3/18/2022,EA/AM H5N1,Snow goose,Wild bird mortality KDWP/SCWDS (14)
Kansas,Mitchell,3/18/2022,EA/AM H5N1,Bald eagle,Wild bird mortality KDWP/SCWDS (14)
Tennessee,Dyer,3/21/2022,EA H5N1,American green-winged teal,Hunter harvest NWDP
Tennessee,Dyer,3/21/2022,EA H5N1,Mallard,Hunter harvest NWDP
Iowa,Harrison,3/22/2022,EA H5N1,Snow goose,Hunter harvest NWDP
Iowa,Harrison,3/22/2022,EA H5N1,Ross's goose,Hunter harvest NWDP
Iowa,Harrison,3/22/2022,EA H5N1,Ross's goose,Hunter harvest NWDP
Illinois,Champaign,3/22/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Illinois,Sangamon,3/22/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Iowa,Page,3/16/2022,EA/AM H5N1,Snow goose,Wild bird mortality IA DNR/NWDP (16)
Iowa,Page,3/16/2022,EA H5,Ross's goose,Wild bird mortality IA DNR/NWDP (16)
Iowa,Page,3/16/2022,EA/AM H5N1,Snow goose,Wild bird mortality IA DNR/NWDP (16)
Iowa,Page,3/16/2022,EA/AM H5N1,Snow goose,Wild bird mortality IA DNR/NWDP (16)
Iowa,Page,3/16/2022,EA/AM H5N1,Snow goose,Wild bird mortality IA DNR/NWDP (16)
Iowa,Page,3/16/2022,EA/AM H5N1,Snow goose,Wild bird mortality IA DNR/NWDP (16)
Iowa,Page,3/16/2022,EA/AM H5N1,Snow goose,Wild bird mortality IA DNR/NWDP (16)
Iowa,Page,3/16/2022,EA/AM H5N1,Snow goose,Wild bird mortality IA DNR/NWDP (16)
Iowa,Page,3/16/2022,EA/AM H5N1,Snow goose,Wild bird mortality IA DNR/NWDP (16)
North Dakota,Burleigh,3/24/2022,EA/AM H5N1,Snow goose,Wild bird mortality ND Game and Fish
Colorado,Sedgwick,3/24/2022,EA H5N1,Ross's goose,Wild bird mortality CO Parks & Wildlife
Colorado,Sedgwick,3/24/2022,EA/AM H5N1,Snow goose,Wild bird mortality CO Parks & Wildlife
Colorado,Sedgwick,3/24/2022,EA/AM H5N1,Snow goose,Wild bird mortality CO Parks & Wildlife
Colorado,Sedgwick,3/24/2022,EA/AM H5N1,Snow goose,Wild bird mortality CO Parks & Wildlife
Colorado,Sedgwick,3/24/2022,EA H5N1,Ross's goose,Wild bird mortality CO Parks & Wildlife
Colorado,Sedgwick,3/24/2022,EA/AM H5N1,Snow goose,Wild bird mortality CO Parks & Wildlife
Iowa,Cerro Gordo,3/22/2022,EA H5,Red-tailed hawk,Wild bird mortality IA DNR
Iowa,Dickinson,3/24/2022,EA/AM H5N1,Snow goose,Wild bird mortality IA DNR/NWDP (16)
Iowa,Dickinson,3/24/2022,EA/AM H5N1,Snow goose,Wild bird mortality IA DNR/NWDP (16)
Iowa,Dickinson,3/24/2022,EA/AM H5N1,Snow goose,Wild bird mortality IA DNR/NWDP (16)
Iowa,Dickinson,3/24/2022,EA/AM H5N1,Snow goose,Wild bird mortality IA DNR/NWDP (16)
New York,Cayuga,3/24/2022,EA/AM H5N1,Snow goose,Wild bird mortality NYSDEC (6)
New York,Cayuga,3/24/2022,EA/AM H5N1,Snow goose,Wild bird mortality NYSDEC (6)
New York,Cayuga,3/24/2022,EA H5,Snow goose,Wild bird mortality NYSDEC (6)
New York,Cayuga,3/24/2022,EA H5N1,Snow goose,Wild bird mortality NYSDEC (6)
New York,Cayuga,3/24/2022,EA/AM H5N1,Duck (unidentified),Wild bird mortality NYSDEC (6)
Pennsylvania,Chester,3/24/2022,EA H5N1,Bald eagle,Wild bird mortality PA Game Commission
South Dakota,Stanley,3/24/2022,EA/AM H5N1,Canada goose,Wild bird mortality SDGFP/USGS (18)
South Dakota,Stanley,3/24/2022,EA/AM H5N1,Canada goose,Wild bird mortality SDGFP/USGS (18)
South Dakota,Stanley,3/24/2022,EA H5N1,Canada goose,Wild bird mortality SDGFP/USGS (18)
Ohio,Ottawa,3/30/2022,EA H5,American black duck,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,American black duck,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,American black duck,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,American black duck,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,American black duck,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,American black duck,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,Mallard,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,Mallard,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,Mallard,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,Mallard,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,Mallard,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,Mallard,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,Mallard,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,Mallard,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,Mallard,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,American black duck,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,American black duck,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,American black duck,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,American black duck,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,American black duck,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,American black duck,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,American black duck,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,Mallard,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,Mallard,Live bird NWDP
Ohio,Ottawa,3/30/2022,EA H5,Mallard,Live bird NWDP
Minnesota,Dakota,3/31/2022,EA H5N1,Bald eagle,Wild bird mortality MN DNR/NWDP (23)
South Dakota,Aurora,3/31/2022,EA H5N1,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5N1,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5N1,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5N1,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5N1,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5N1,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5N1,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5N1,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5N1,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5N1,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5N1,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5N1,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5N1,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5N1,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5N1,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5N1,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5N1,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5N1,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5N1,Snow goose,Hunter harvest NWDP
South Dakota,Aurora,3/31/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Foster,3/31/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5,Ross's goose,Wild bird mortality NWDP
North Dakota,Foster,3/31/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Stutsman,3/31/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Stutsman,3/31/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Stutsman,3/31/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
Vermont,Chittenden,3/31/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Vermont,Grand Isle,3/31/2022,EA H5,Bald eagle,Wild bird mortality NWDP
Maine,Lincoln,4/6/2022,EA H5N1,Bald eagle,Wild bird mortality MDIFW/USGS (24)
Maine,York,4/6/2022,EA H5N1,Bald eagle,Wild bird mortality MDIFW/USGS (24)
Michigan,Macomb,3/24/2022,EA H5N1,Snowy owl,Wild bird mortality Michigan DNR
Michigan,Macomb,3/24/2022,EA H5N1,Snowy owl,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/24/2022,EA H5N1,Canada goose,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/24/2022,EA H5N1,Canada goose,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/24/2022,EA H5N1,Canada goose,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/24/2022,EA H5N1,Canada goose,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/24/2022,EA H5N1,Canada goose,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/24/2022,EA H5N1,Canada goose,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/24/2022,EA H5N1,Tundra swan,Wild bird mortality Michigan DNR
Michigan,St. Clair,3/24/2022,EA H5N1,Tundra swan,Wild bird mortality Michigan DNR
South Dakota,Beadle,3/22/2022,EA/AM H5N1,Canada goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Beadle,3/22/2022,EA/AM H5N1,Canada goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Beadle,3/22/2022,EA/AM H5N1,Snow goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Beadle,3/22/2022,EA H5N1,Snow goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Beadle,3/22/2022,EA H5N1,Snow goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Beadle,3/22/2022,EA/AM H5N1,Snow goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Beadle,3/22/2022,EA/AM H5N1,Ross's goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Beadle,3/22/2022,EA/AM H5N1,Ross's goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Beadle,3/22/2022,EA/AM H5N1,Ross's goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
South Dakota,Beadle,3/22/2022,EA H5N1,Ross's goose,"Wild bird mortality South Dakota Game, Fish, and Parks"
Ohio,Ottawa,3/21/2022,EA/AM H5N1,Canada goose,Wild bird mortality OH DNR/USGS (17)
Ohio,Guernsey,3/24/2022,EA/AM H5N1,Bald eagle,Wild bird mortality OH DNR/USGS (17)
Ohio,Ottawa,4/1/2022,EA/AM H5N1,Bald eagle,Wild bird mortality OH DNR/USGS (17)
North Dakota,Renville,3/31/2022,EA/AM H5N1,Snow goose,Wild bird mortality NDGF/USFWS/USGS (19)
North Dakota,Renville,3/31/2022,EA/AM H5N1,Snow goose,Wild bird mortality NDGF/USFWS/USGS (19)
Wisconsin,Grant,3/31/2022,EA/AM H5N1,Red-tailed hawk,Wild bird mortality WI DNR/USGS (20)
North Dakota,LaMoure,3/31/2022,EA/AM H5N1,Snow goose,Wild bird mortality NDGF/USGS (21)
Minnesota,Kandiyohi,3/31/2022,EA H5,Great horned owl,Wild bird mortality MN DNR/USGS (22)
Wisconsin,Milwaukee,3/31/2022,EA H5N1,Canada goose,Wild bird mortality WI DNR/USGS (20)
Wisconsin,Columbia,3/31/2022,EA/AM H5N1,Lesser scaup,Wild bird mortality WI DNR/USGS (20)
Wisconsin,Polk,3/31/2022,EA H5,Trumpeter swan,Wild bird mortality WI DNR/USGS (20)
South Dakota,Charles Mix,3/31/2022,EA H5N1,Bald eagle,Wild bird mortality USGS/FWS (2)
Wisconsin,Dane,3/31/2022,EA/AM H5N1,Bald eagle,Wild bird mortality WI DNR/USGS (20)
Wisconsin,Dane,3/31/2022,EA H5N1,Cooper's hawk,Wild bird mortality WI DNR/USGS (20)
North Dakota,Stutsman,3/31/2022,EA/AM H5N1,Snow goose,Wild bird mortality NDGF/USGS (21)
North Dakota,Stutsman,3/31/2022,EA/AM H5N1,Snow goose,Wild bird mortality NDGF/USGS (21)
North Dakota,Stutsman,3/31/2022,EA/AM H5N1,Snow goose,Wild bird mortality NDGF/USGS (21)
New York,Wayne,3/30/2022,EA H5N1,Canada goose,Wild bird mortality NYSDEC (6)
New York,Wayne,3/30/2022,EA H5,Canada goose,Wild bird mortality NYSDEC (6)
New York,Seneca,3/30/2022,EA/AM H5N1,Canada goose,Wild bird mortality NYSDEC (6)
New York,Seneca,3/30/2022,EA/AM H5N1,Great blue heron,Wild bird mortality NYSDEC (6)
New York,Seneca,3/28/2022,EA H5N1,Snowy owl,Wild bird mortality NYSDEC (6)
Florida,Brevard,3/28/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
Florida,Orange,3/28/2022,EA H5EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Orange,3/28/2022,EA H5,Black vulture,Wild bird mortality FFWCC
Florida,Orange,3/28/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
